mz,rel.intensity,sample,fullsample,,,
846.5587379,0.31,ko6,ko6_2,,,
847.6466396,0.43,ko6,ko6_2,,,
852.5758475,0.59,ko6,ko6_2,,,
854.5914507,1.27,ko6,ko6_2,,,
856.655154,0.35,ko6,ko6_2,,,
857.6015555,1.41,ko6,ko6_2,,,
858.5207569,1.1,ko6,ko6_2,,,
859.5816586,0.7,ko6,ko6_2,,,
863.564665,0.88,ko6,ko6_2,,,
863.6130651,0.67,ko6,ko6_2,,,
864.5598666,1.82,ko6,ko6_2,,,
865.5629682,0.98,ko6,ko6_2,,,
866.5060697,0.42,ko6,ko6_2,,,
866.5670698,0.76,ko6,ko6_2,,,
867.5177713,0.82,ko6,ko6_2,,,
875.5478841,0.62,ko6,ko6_2,,,
876.5591857,0.65,ko6,ko6_2,,,
887.6129033,0.91,ko6,ko6_2,,,
887.6863034,0.85,ko6,ko6_2,,,
895.583516,1.72,ko6,ko6_2,,,
909.5498382,0.4,ko6,ko6_2,,,
914.5754462,1.36,ko6,ko6_2,,,
915.5791478,0.54,ko6,ko6_2,,,
916.5634494,0.47,ko6,ko6_2,,,
523.2865229,0.27,ko7,ko7_1,,,
525.3024261,0.77,ko7,ko7_1,,,
528.3125309,0.53,ko7,ko7_1,,,
539.3099485,0.41,ko7,ko7_1,,,
567.3414931,0.44,ko7,ko7_1,,,
569.3568963,0.74,ko7,ko7_1,,,
570.3513979,0.63,ko7,ko7_1,,,
713.4724259,2.05,ko7,ko7_1,,,
739.5335674,0.94,ko7,ko7_1,,,
764.5549073,0.43,ko7,ko7_1,,,
774.5661232,0.72,ko7,ko7_1,,,
776.5442264,1.24,ko7,ko7_1,,,
778.5228295,1.29,ko7,ko7_1,,,
780.5188327,0.64,ko7,ko7_1,,,
785.5758407,0.38,ko7,ko7_1,,,
787.5324439,1.94,ko7,ko7_1,,,
791.5548503,6.7,ko7,ko7_1,,,
794.5646551,1.41,ko7,ko7_1,,,
802.5600678,0.74,ko7,ko7_1,,,
806.5552742,0.47,ko7,ko7_1,,,
806.5755742,0.88,ko7,ko7_1,,,
808.5814774,2.25,ko7,ko7_1,,,
809.5168789,0.5,ko7,ko7_1,,,
809.565479,0.63,ko7,ko7_1,,,
809.585379,1.23,ko7,ko7_1,,,
810.5885806,1.34,ko7,ko7_1,,,
812.5642837,0.61,ko7,ko7_1,,,
815.5546885,3.47,ko7,ko7_1,,,
818.5634933,0.56,ko7,ko7_1,,,
819.5675949,0.34,ko7,ko7_1,,,
830.5663124,1.4,ko7,ko7_1,,,
830.5661124,1.38,ko7,ko7_1,,,
831.569514,0.72,ko7,ko7_1,,,
834.5973188,1.05,ko7,ko7_1,,,
835.5822204,0.56,ko7,ko7_1,,,
836.5444219,3.9,ko7,ko7_1,,,
837.5399235,3.26,ko7,ko7_1,,,
837.5965236,1.11,ko7,ko7_1,,,
838.6003252,0.46,ko7,ko7_1,,,
839.6037268,0.49,ko7,ko7_1,,,
844.5636347,0.69,ko7,ko7_1,,,
845.5652363,0.51,ko7,ko7_1,,,
847.5724395,0.61,ko7,ko7_1,,,
847.6463396,0.56,ko7,ko7_1,,,
852.5756475,0.41,ko7,ko7_1,,,
853.5715491,1.28,ko7,ko7_1,,,
858.5208569,1.1,ko7,ko7_1,,,
858.5971571,1.88,ko7,ko7_1,,,
860.6038603,0.95,ko7,ko7_1,,,
861.5485618,0.75,ko7,ko7_1,,,
862.6180635,0.51,ko7,ko7_1,,,
865.5022681,0.56,ko7,ko7_1,,,
866.5662698,0.66,ko7,ko7_1,,,
875.5479841,0.32,ko7,ko7_1,,,
876.5601857,0.5,ko7,ko7_1,,,
881.5187936,0.49,ko7,ko7_1,,,
884.6027985,0.93,ko7,ko7_1,,,
887.6127033,0.78,ko7,ko7_1,,,
887.6861034,0.91,ko7,ko7_1,,,
889.5632064,25.61,ko7,ko7_1,,,
895.583316,1.41,ko7,ko7_1,,,
909.5489382,0.28,ko7,ko7_1,,,
915.5604478,0.98,ko7,ko7_1,,,
916.5637494,0.46,ko7,ko7_1,,,
920.5863558,0.69,ko7,ko7_1,,,
567.3415931,0.36,ko7,ko7_2,,,
676.4561669,0.36,ko7,ko7_2,,,
706.4664147,1.39,ko7,ko7_2,,,
707.4696163,0.49,ko7,ko7_2,,,
738.5397658,1.04,ko7,ko7_2,,,
739.4878673,0.65,ko7,ko7_2,,,
764.5552073,0.34,ko7,ko7_2,,,
765.5305088,1.49,ko7,ko7_2,,,
776.5446264,1.26,ko7,ko7_2,,,
778.5233295,2.15,ko7,ko7_2,,,
779.5545312,1.79,ko7,ko7_2,,,
784.5726391,0.83,ko7,ko7_2,,,
786.5783423,0.35,ko7,ko7_2,,,
796.5718583,0.67,ko7,ko7_2,,,
802.5598678,0.79,ko7,ko7_2,,,
806.5550742,0.54,ko7,ko7_2,,,
806.5751742,0.83,ko7,ko7_2,,,
809.5165789,0.51,ko7,ko7_2,,,
809.565579,0.6,ko7,ko7_2,,,
811.5907822,0.57,ko7,ko7_2,,,
812.5643837,0.57,ko7,ko7_2,,,
817.5614917,1.11,ko7,ko7_2,,,
821.5650981,0.23,ko7,ko7_2,,,
822.5285996,0.65,ko7,ko7_2,,,
822.5661997,0.3,ko7,ko7_2,,,
823.5322012,0.27,ko7,ko7_2,,,
824.5446028,0.86,ko7,ko7_2,,,
826.560106,1.04,ko7,ko7_2,,,
830.5659124,1.4,ko7,ko7_2,,,
835.5826204,0.53,ko7,ko7_2,,,
838.5435251,2.09,ko7,ko7_2,,,
838.6009252,0.52,ko7,ko7_2,,,
839.5547267,3.4,ko7,ko7_2,,,
839.5922268,0.73,ko7,ko7_2,,,
839.6038268,0.55,ko7,ko7_2,,,
840.5580283,1.92,ko7,ko7_2,,,
842.5916316,0.57,ko7,ko7_2,,,
844.5638347,0.67,ko7,ko7_2,,,
845.5659363,0.48,ko7,ko7_2,,,
846.5597379,0.38,ko7,ko7_2,,,
847.5718395,0.62,ko7,ko7_2,,,
847.6467396,0.52,ko7,ko7_2,,,
854.5917507,0.93,ko7,ko7_2,,,
856.5889539,1.29,ko7,ko7_2,,,
858.5209569,1,ko7,ko7_2,,,
859.5813586,0.79,ko7,ko7_2,,,
861.5488618,0.81,ko7,ko7_2,,,
862.6183635,0.61,ko7,ko7_2,,,
863.6131651,0.61,ko7,ko7_2,,,
864.5597666,1.53,ko7,ko7_2,,,
865.5027681,0.64,ko7,ko7_2,,,
865.5623682,0.81,ko7,ko7_2,,,
866.5059697,0.21,ko7,ko7_2,,,
871.5341777,0.5,ko7,ko7_2,,,
872.5734793,1.35,ko7,ko7_2,,,
874.5447825,0.87,ko7,ko7_2,,,
881.5180936,0.41,ko7,ko7_2,,,
911.5653414,0.69,ko7,ko7_2,,,
914.5756462,1.19,ko7,ko7_2,,,
915.5603478,0.68,ko7,ko7_2,,,
916.5633494,0.36,ko7,ko7_2,,,
920.5857558,0.51,ko7,ko7_2,,,
513.2943553,2.26,ko8,ko8_1,,,
514.2976565,0.52,ko8,ko8_1,,,
523.2866672,0.47,ko8,ko8_1,,,
525.2936696,0.69,ko8,ko8_1,,,
525.3024696,0.93,ko8,ko8_1,,,
526.3059708,0.71,ko8,ko8_1,,,
527.309272,1.98,ko8,ko8_1,,,
528.3123732,0.61,ko8,ko8_1,,,
529.3161744,0.69,ko8,ko8_1,,,
530.3195756,0.37,ko8,ko8_1,,,
539.3098863,0.41,ko8,ko8_1,,,
541.3253887,1.38,ko8,ko8_1,,,
542.3201899,0.77,ko8,ko8_1,,,
543.3323911,0.72,ko8,ko8_1,,,
544.3357923,1.5,ko8,ko8_1,,,
545.3390935,0.32,ko8,ko8_1,,,
546.3425947,0.44,ko8,ko8_1,,,
547.2779959,0.34,ko8,ko8_1,,,
567.3414198,0.52,ko8,ko8_1,,,
569.3567222,0.93,ko8,ko8_1,,,
570.3516234,0.67,ko8,ko8_1,,,
612.2410735,0.69,ko8,ko8_1,,,
616.3644784,0.36,ko8,ko8_1,,,
640.272207,0.54,ko8,ko8_1,,,
706.466586,3.14,ko8,ko8_1,,,
707.4700872,0.98,ko8,ko8_1,,,
712.4690932,2.72,ko8,ko8_1,,,
713.4722944,0.95,ko8,ko8_1,,,
714.4660956,0.71,ko8,ko8_1,,,
719.4982016,2.56,ko8,ko8_1,,,
722.4982052,10.9,ko8,ko8_1,,,
723.4933064,20.49,ko8,ko8_1,,,
724.4965076,7.55,ko8,ko8_1,,,
725.4999088,1.25,ko8,ko8_1,,,
736.5142219,0.69,ko8,ko8_1,,,
739.4878255,0.44,ko8,ko8_1,,,
745.5026327,1.01,ko8,ko8_1,,,
752.5085411,5.07,ko8,ko8_1,,,
753.5119423,1.86,ko8,ko8_1,,,
760.5134506,4.34,ko8,ko8_1,,,
761.5167518,2.3,ko8,ko8_1,,,
762.520253,2.02,ko8,ko8_1,,,
763.5235542,3.67,ko8,ko8_1,,,
763.5605543,1.13,ko8,ko8_1,,,
764.5550554,0.37,ko8,ko8_1,,,
765.5308566,1.73,ko8,ko8_1,,,
774.5658674,0.8,ko8,ko8_1,,,
776.5444698,1.37,ko8,ko8_1,,,
777.576471,2.9,ko8,ko8_1,,,
778.5238721,5.1,ko8,ko8_1,,,
779.5272733,2.03,ko8,ko8_1,,,
779.5542734,2.06,ko8,ko8_1,,,
780.5187745,0.66,ko8,ko8_1,,,
782.557577,0.95,ko8,ko8_1,,,
783.5698782,0.67,ko8,ko8_1,,,
784.5729794,0.92,ko8,ko8_1,,,
785.5757806,0.46,ko8,ko8_1,,,
786.5290817,4.37,ko8,ko8_1,,,
786.5786818,0.39,ko8,ko8_1,,,
787.5322829,2.05,ko8,ko8_1,,,
788.5446841,15.77,ko8,ko8_1,,,
789.5479853,7.72,ko8,ko8_1,,,
790.5512865,4.72,ko8,ko8_1,,,
791.5547877,8.37,ko8,ko8_1,,,
794.5647913,1.89,ko8,ko8_1,,,
795.5676925,1.35,ko8,ko8_1,,,
796.5499937,1.47,ko8,ko8_1,,,
796.5713937,0.71,ko8,ko8_1,,,
798.529096,0.74,ko8,ko8_1,,,
802.5600009,0.66,ko8,ko8_1,,,
803.555602,0.9,ko8,ko8_1,,,
806.5554056,1.04,ko8,ko8_1,,,
806.5761056,0.88,ko8,ko8_1,,,
808.513508,1.29,ko8,ko8_1,,,
808.581408,2.12,ko8,ko8_1,,,
809.5167092,0.46,ko8,ko8_1,,,
809.5653092,0.44,ko8,ko8_1,,,
809.5854092,1.28,ko8,ko8_1,,,
810.5292104,8.43,ko8,ko8_1,,,
810.5885104,1.3,ko8,ko8_1,,,
811.5324116,4.39,ko8,ko8_1,,,
811.5611116,1.62,ko8,ko8_1,,,
811.5909116,0.57,ko8,ko8_1,,,
812.5445128,6.99,ko8,ko8_1,,,
812.5638128,0.62,ko8,ko8_1,,,
812.5942128,0.49,ko8,ko8_1,,,
813.539714,6,ko8,ko8_1,,,
814.5431152,3.38,ko8,ko8_1,,,
815.5545164,4.18,ko8,ko8_1,,,
816.5579176,2.04,ko8,ko8_1,,,
816.5761176,0.54,ko8,ko8_1,,,
817.5615188,1.26,ko8,ko8_1,,,
818.56412,0.74,ko8,ko8_1,,,
819.5181211,1.08,ko8,ko8_1,,,
819.5679212,0.4,ko8,ko8_1,,,
820.5215223,0.6,ko8,ko8_1,,,
822.5292247,0.57,ko8,ko8_1,,,
823.5322259,0.33,ko8,ko8_1,,,
824.5443271,0.84,ko8,ko8_1,,,
826.5602295,1.21,ko8,ko8_1,,,
830.5659343,1.38,ko8,ko8_1,,,
831.5697355,0.74,ko8,ko8_1,,,
834.529139,3.58,ko8,ko8_1,,,
834.5969391,1.08,ko8,ko8_1,,,
835.5324402,2.29,ko8,ko8_1,,,
835.5824403,0.47,ko8,ko8_1,,,
836.5445415,4.68,ko8,ko8_1,,,
837.5399426,3.91,ko8,ko8_1,,,
837.5770427,0.9,ko8,ko8_1,,,
837.5965427,1.04,ko8,ko8_1,,,
838.5436438,2.39,ko8,ko8_1,,,
838.5596439,2.51,ko8,ko8_1,,,
838.5997439,0.5,ko8,ko8_1,,,
839.555045,4.03,ko8,ko8_1,,,
839.5922451,0.66,ko8,ko8_1,,,
839.6039451,0.67,ko8,ko8_1,,,
840.5582462,2.3,ko8,ko8_1,,,
840.5759463,1.89,ko8,ko8_1,,,
841.5703475,1.98,ko8,ko8_1,,,
842.5913487,0.65,ko8,ko8_1,,,
843.5859499,0.92,ko8,ko8_1,,,
844.564151,0.5,ko8,ko8_1,,,
845.5659522,0.41,ko8,ko8_1,,,
846.5584534,0.2,ko8,ko8_1,,,
847.5716546,0.47,ko8,ko8_1,,,
852.5759606,0.66,ko8,ko8_1,,,
853.5715618,1.38,ko8,ko8_1,,,
854.591563,1.16,ko8,ko8_1,,,
855.5869642,2.49,ko8,ko8_1,,,
856.5888654,1.4,ko8,ko8_1,,,
856.6556655,0.24,ko8,ko8_1,,,
857.5187665,1.78,ko8,ko8_1,,,
857.6016666,1.41,ko8,ko8_1,,,
858.5208677,0.94,ko8,ko8_1,,,
858.5972678,1.88,ko8,ko8_1,,,
859.581369,0.8,ko8,ko8_1,,,
859.600569,0.9,ko8,ko8_1,,,
860.5289701,4.15,ko8,ko8_1,,,
860.6036702,0.97,ko8,ko8_1,,,
861.5322713,2.08,ko8,ko8_1,,,
861.5486713,0.94,ko8,ko8_1,,,
862.6182726,0.5,ko8,ko8_1,,,
863.5655737,1.46,ko8,ko8_1,,,
863.6130738,0.52,ko8,ko8_1,,,
864.5596749,1.74,ko8,ko8_1,,,
865.502476,0.72,ko8,ko8_1,,,
865.5624761,0.75,ko8,ko8_1,,,
866.5063772,0.26,ko8,ko8_1,,,
866.5664773,0.76,ko8,ko8_1,,,
867.5177785,0.5,ko8,ko8_1,,,
871.5345833,0.5,ko8,ko8_1,,,
872.5735845,1.38,ko8,ko8_1,,,
874.5444869,0.92,ko8,ko8_1,,,
875.5482881,0.39,ko8,ko8_1,,,
876.5594893,0.58,ko8,ko8_1,,,
881.5187952,0.37,ko8,ko8_1,,,
883.5343976,10.56,ko8,ko8_1,,,
884.5375988,5.6,ko8,ko8_1,,,
884.6026989,0.85,ko8,ko8_1,,,
886.5531012,32.71,ko8,ko8_1,,,
887.5567024,22.51,ko8,ko8_1,,,
887.6129025,0.88,ko8,ko8_1,,,
887.6861026,0.85,ko8,ko8_1,,,
888.5600036,50.47,ko8,ko8_1,,,
889.5634048,26.87,ko8,ko8_1,,,
890.566906,17.52,ko8,ko8_1,,,
891.5702072,10.2,ko8,ko8_1,,,
892.5735084,7.12,ko8,ko8_1,,,
893.5768096,3.98,ko8,ko8_1,,,
894.5801108,3.57,ko8,ko8_1,,,
895.583612,1.82,ko8,ko8_1,,,
909.5494287,0.3,ko8,ko8_1,,,
911.5650311,0.68,ko8,ko8_1,,,
914.5756347,1.24,ko8,ko8_1,,,
915.5607359,0.46,ko8,ko8_1,,,
915.5787359,0.69,ko8,ko8_1,,,
917.5765383,0.61,ko8,ko8_1,,,
920.5861419,0.53,ko8,ko8_1,,,
513.2945553,2.38,ko8,ko8_2,,,
514.2980565,0.29,ko8,ko8_2,,,
523.2869672,0.45,ko8,ko8_2,,,
525.3026696,1.19,ko8,ko8_2,,,
526.3061708,0.83,ko8,ko8_2,,,
527.309372,2.34,ko8,ko8_2,,,
528.3125732,0.64,ko8,ko8_2,,,
529.3163744,0.75,ko8,ko8_2,,,
530.3196756,0.41,ko8,ko8_2,,,
539.3100863,0.49,ko8,ko8_2,,,
541.3256887,1.35,ko8,ko8_2,,,
542.3202899,0.68,ko8,ko8_2,,,
543.3322911,0.55,ko8,ko8_2,,,
544.3358923,1.35,ko8,ko8_2,,,
545.3391935,0.48,ko8,ko8_2,,,
546.3426947,0.34,ko8,ko8_2,,,
547.2782959,0.42,ko8,ko8_2,,,
612.2412735,0.85,ko8,ko8_2,,,
706.466686,3.32,ko8,ko8_2,,,
707.4698872,1.26,ko8,ko8_2,,,
713.4723944,0.84,ko8,ko8_2,,,
714.4662956,0.7,ko8,ko8_2,,,
719.4983016,1.81,ko8,ko8_2,,,
722.4983052,9.38,ko8,ko8_2,,,
736.5138219,0.75,ko8,ko8_2,,,
739.4879255,0.41,ko8,ko8_2,,,
745.5025327,1.21,ko8,ko8_2,,,
752.5084411,4.59,ko8,ko8_2,,,
753.5118423,1.8,ko8,ko8_2,,,
763.5234542,3.81,ko8,ko8_2,,,
763.5607543,0.95,ko8,ko8_2,,,
764.5551554,0.23,ko8,ko8_2,,,
765.5305566,1.69,ko8,ko8_2,,,
774.5662674,0.74,ko8,ko8_2,,,
776.5446698,1.39,ko8,ko8_2,,,
777.576371,2.65,ko8,ko8_2,,,
779.5273733,2.2,ko8,ko8_2,,,
779.5544734,2.05,ko8,ko8_2,,,
780.5186745,0.71,ko8,ko8_2,,,
783.5699782,0.83,ko8,ko8_2,,,
784.5722794,0.8,ko8,ko8_2,,,
786.5784818,0.42,ko8,ko8_2,,,
787.5323829,2.07,ko8,ko8_2,,,
789.5478853,7.98,ko8,ko8_2,,,
790.5513865,4.8,ko8,ko8_2,,,
791.5546877,8.27,ko8,ko8_2,,,
794.5645913,1.99,ko8,ko8_2,,,
795.5678925,1.39,ko8,ko8_2,,,
796.5712937,0.78,ko8,ko8_2,,,
802.5602009,0.9,ko8,ko8_2,,,
806.5555056,0.93,ko8,ko8_2,,,
806.5760056,0.79,ko8,ko8_2,,,
809.5168092,0.67,ko8,ko8_2,,,
809.5659092,0.55,ko8,ko8_2,,,
809.5852092,1.21,ko8,ko8_2,,,
810.5291104,8.51,ko8,ko8_2,,,
811.5323116,4.83,ko8,ko8_2,,,
811.5610116,1.35,ko8,ko8_2,,,
811.5912116,0.5,ko8,ko8_2,,,
812.5444128,7.65,ko8,ko8_2,,,
812.5643128,0.75,ko8,ko8_2,,,
812.5941128,0.64,ko8,ko8_2,,,
816.5762176,0.65,ko8,ko8_2,,,
817.5612188,1.28,ko8,ko8_2,,,
818.56402,0.77,ko8,ko8_2,,,
819.5184211,1.46,ko8,ko8_2,,,
819.5680212,0.51,ko8,ko8_2,,,
821.5658236,0.23,ko8,ko8_2,,,
823.5319259,0.42,ko8,ko8_2,,,
831.5696355,0.78,ko8,ko8_2,,,
834.5967391,0.79,ko8,ko8_2,,,
835.5326402,2.34,ko8,ko8_2,,,
835.5822403,0.55,ko8,ko8_2,,,
837.5401426,3.74,ko8,ko8_2,,,
837.5769427,0.81,ko8,ko8_2,,,
837.5968427,1.02,ko8,ko8_2,,,
838.5993439,0.53,ko8,ko8_2,,,
839.554845,4.07,ko8,ko8_2,,,
839.5926451,0.61,ko8,ko8_2,,,
839.6034451,0.49,ko8,ko8_2,,,
840.5583462,2.32,ko8,ko8_2,,,
840.5757463,2.18,ko8,ko8_2,,,
841.5698475,1.88,ko8,ko8_2,,,
842.5909487,0.58,ko8,ko8_2,,,
843.5857499,1.07,ko8,ko8_2,,,
844.564551,0.53,ko8,ko8_2,,,
845.5654522,0.47,ko8,ko8_2,,,
846.5593534,0.21,ko8,ko8_2,,,
847.5718546,0.55,ko8,ko8_2,,,
852.5755606,0.56,ko8,ko8_2,,,
853.5714618,1.16,ko8,ko8_2,,,
854.591463,0.91,ko8,ko8_2,,,
855.5866642,2.22,ko8,ko8_2,,,
856.5886654,1.17,ko8,ko8_2,,,
856.6553655,0.27,ko8,ko8_2,,,
857.5186665,1.84,ko8,ko8_2,,,
858.5214677,1.02,ko8,ko8_2,,,
858.5970678,1.76,ko8,ko8_2,,,
859.581569,0.6,ko8,ko8_2,,,
859.600369,0.72,ko8,ko8_2,,,
860.5288701,4.14,ko8,ko8_2,,,
861.5321713,2.52,ko8,ko8_2,,,
861.5490713,1,ko8,ko8_2,,,
862.6183726,0.39,ko8,ko8_2,,,
863.5650737,1.35,ko8,ko8_2,,,
863.6126738,0.52,ko8,ko8_2,,,
864.5597749,1.69,ko8,ko8_2,,,
865.5626761,0.87,ko8,ko8_2,,,
866.5061772,0.39,ko8,ko8_2,,,
866.5661773,0.79,ko8,ko8_2,,,
874.5447869,0.92,ko8,ko8_2,,,
875.547788,0.47,ko8,ko8_2,,,
876.5597893,0.54,ko8,ko8_2,,,
881.5181952,0.4,ko8,ko8_2,,,
883.5342976,10.49,ko8,ko8_2,,,
884.5374988,5.71,ko8,ko8_2,,,
884.6024989,0.8,ko8,ko8_2,,,
886.5529012,33.07,ko8,ko8_2,,,
887.5566024,23.56,ko8,ko8_2,,,
888.5599036,52.04,ko8,ko8_2,,,
889.5633048,28.72,ko8,ko8_2,,,
890.566806,18.31,ko8,ko8_2,,,
892.5734084,7.16,ko8,ko8_2,,,
895.583412,1.72,ko8,ko8_2,,,
909.5492287,0.45,ko8,ko8_2,,,
911.5651311,0.94,ko8,ko8_2,,,
914.5755347,1.21,ko8,ko8_2,,,
915.5605359,0.54,ko8,ko8_2,,,
915.5791359,0.63,ko8,ko8_2,,,
916.5637371,0.23,ko8,ko8_2,,,
917.5762383,0.57,ko8,ko8_2,,,
918.5711395,0.46,ko8,ko8_2,,,
920.5862419,0.52,ko8,ko8_2,,,
513.2945035,1.22,sc1,sc1_1,,,
523.2869115,0.45,sc1,sc1_1,,,
525.2936131,1.09,sc1,sc1_1,,,
525.3024131,1.38,sc1,sc1_1,,,
526.3061139,0.75,sc1,sc1_1,,,
527.3093147,2.74,sc1,sc1_1,,,
528.3129155,0.9,sc1,sc1_1,,,
529.3164163,0.75,sc1,sc1_1,,,
530.3194171,0.49,sc1,sc1_1,,,
541.3257258,0.84,sc1,sc1_1,,,
542.3200266,0.4,sc1,sc1_1,,,
544.3358282,0.96,sc1,sc1_1,,,
547.2789306,0.7,sc1,sc1_1,,,
569.3566482,0.36,sc1,sc1_1,,,
612.2409823,0.96,sc1,sc1_1,,,
616.3643856,0.66,sc1,sc1_1,,,
640.2722046,0.36,sc1,sc1_1,,,
706.4664574,1.51,sc1,sc1_1,,,
707.4697582,0.85,sc1,sc1_1,,,
712.4691621,36.91,sc1,sc1_1,,,
713.4723629,13.52,sc1,sc1_1,,,
714.4661637,10.96,sc1,sc1_1,,,
715.4694645,3.86,sc1,sc1_1,,,
719.4983677,1.09,sc1,sc1_1,,,
722.4981701,5.21,sc1,sc1_1,,,
723.4929709,8.96,sc1,sc1_1,,,
724.4963717,3.06,sc1,sc1_1,,,
736.5140813,0.42,sc1,sc1_1,,,
738.5403829,13.87,sc1,sc1_1,,,
739.4876837,0.72,sc1,sc1_1,,,
739.5340837,9.44,sc1,sc1_1,,,
745.5025885,1.44,sc1,sc1_1,,,
752.508294,3.66,sc1,sc1_1,,,
753.5117948,1.4,sc1,sc1_1,,,
760.5134004,5.39,sc1,sc1_1,,,
761.5167012,2.6,sc1,sc1_1,,,
762.520002,2.5,sc1,sc1_1,,,
763.5235028,4.73,sc1,sc1_1,,,
764.5551036,0.67,sc1,sc1_1,,,
765.5308044,2.6,sc1,sc1_1,,,
776.5436132,1.15,sc1,sc1_1,,,
777.576214,2.88,sc1,sc1_1,,,
778.5238148,7.84,sc1,sc1_1,,,
779.5274156,3.14,sc1,sc1_1,,,
779.5545156,1.09,sc1,sc1_1,,,
782.557718,0.54,sc1,sc1_1,,,
783.5700188,0.44,sc1,sc1_1,,,
786.5290211,4.73,sc1,sc1_1,,,
787.5323219,2.36,sc1,sc1_1,,,
788.5446227,16.92,sc1,sc1_1,,,
789.5478235,8.54,sc1,sc1_1,,,
790.5512243,4.65,sc1,sc1_1,,,
791.5547251,9.65,sc1,sc1_1,,,
794.5646275,2.4,sc1,sc1_1,,,
795.5663283,1.6,sc1,sc1_1,,,
796.5712291,1.2,sc1,sc1_1,,,
798.5274307,0.62,sc1,sc1_1,,,
806.5552371,1.04,sc1,sc1_1,,,
806.5748371,0.38,sc1,sc1_1,,,
808.5134386,1.64,sc1,sc1_1,,,
808.5812387,1.11,sc1,sc1_1,,,
809.5167394,0.81,sc1,sc1_1,,,
809.5849395,0.65,sc1,sc1_1,,,
810.5290402,10.34,sc1,sc1_1,,,
810.5887403,0.58,sc1,sc1_1,,,
811.532241,5.68,sc1,sc1_1,,,
811.5609411,0.86,sc1,sc1_1,,,
812.5442419,7.09,sc1,sc1_1,,,
813.5394426,8.53,sc1,sc1_1,,,
814.5428434,4.91,sc1,sc1_1,,,
815.5544443,4.39,sc1,sc1_1,,,
816.557745,2.59,sc1,sc1_1,,,
816.5762451,0.43,sc1,sc1_1,,,
817.5605458,1.23,sc1,sc1_1,,,
818.5640466,1.05,sc1,sc1_1,,,
819.5180474,1.57,sc1,sc1_1,,,
821.565849,0.95,sc1,sc1_1,,,
822.5287498,0.59,sc1,sc1_1,,,
830.5657562,1.15,sc1,sc1_1,,,
831.568757,0.49,sc1,sc1_1,,,
834.5290594,3.21,sc1,sc1_1,,,
834.5970594,0.61,sc1,sc1_1,,,
835.5324602,2.28,sc1,sc1_1,,,
835.5810602,0.43,sc1,sc1_1,,,
836.544261,4.22,sc1,sc1_1,,,
837.5399618,3.92,sc1,sc1_1,,,
837.5967618,0.8,sc1,sc1_1,,,
838.5437626,2.17,sc1,sc1_1,,,
838.5595626,2.24,sc1,sc1_1,,,
839.5547634,4.19,sc1,sc1_1,,,
839.5929634,0.43,sc1,sc1_1,,,
839.6031634,0.38,sc1,sc1_1,,,
840.5583642,2.33,sc1,sc1_1,,,
840.5758642,1.92,sc1,sc1_1,,,
841.570265,1.72,sc1,sc1_1,,,
842.5908658,0.51,sc1,sc1_1,,,
843.5855666,0.94,sc1,sc1_1,,,
844.5630674,3.75,sc1,sc1_1,,,
845.5653682,2.19,sc1,sc1_1,,,
847.5729698,3.18,sc1,sc1_1,,,
847.6467698,5.24,sc1,sc1_1,,,
853.5715745,0.93,sc1,sc1_1,,,
854.5916753,0.38,sc1,sc1_1,,,
855.5865761,1.17,sc1,sc1_1,,,
856.5881769,0.71,sc1,sc1_1,,,
857.5186777,1.89,sc1,sc1_1,,,
857.6012777,0.68,sc1,sc1_1,,,
858.5212785,1.06,sc1,sc1_1,,,
858.5968785,0.91,sc1,sc1_1,,,
859.5799793,0.39,sc1,sc1_1,,,
860.5287801,4.24,sc1,sc1_1,,,
860.6036801,0.54,sc1,sc1_1,,,
861.5322809,2.46,sc1,sc1_1,,,
861.5489809,1.4,sc1,sc1_1,,,
862.6184817,0.53,sc1,sc1_1,,,
863.5653825,2.35,sc1,sc1_1,,,
863.6131825,0.62,sc1,sc1_1,,,
864.5601833,3.05,sc1,sc1_1,,,
865.502484,1.13,sc1,sc1_1,,,
865.5627841,1.42,sc1,sc1_1,,,
866.5061848,0.36,sc1,sc1_1,,,
866.5661849,1.31,sc1,sc1_1,,,
867.5179856,0.91,sc1,sc1_1,,,
871.5343888,0.5,sc1,sc1_1,,,
872.5740897,1.88,sc1,sc1_1,,,
874.5445912,1.16,sc1,sc1_1,,,
875.547692,0.58,sc1,sc1_1,,,
881.5185968,0.45,sc1,sc1_1,,,
883.5342984,11.09,sc1,sc1_1,,,
884.5375992,6.09,sc1,sc1_1,,,
884.6031992,0.62,sc1,sc1_1,,,
886.5529008,34.44,sc1,sc1_1,,,
887.5566016,25.03,sc1,sc1_1,,,
887.6125016,0.45,sc1,sc1_1,,,
887.6860017,0.57,sc1,sc1_1,,,
888.5600024,62.04,sc1,sc1_1,,,
889.5633032,33.25,sc1,sc1_1,,,
890.566904,21.76,sc1,sc1_1,,,
891.5702048,11.98,sc1,sc1_1,,,
892.5734056,9.25,sc1,sc1_1,,,
893.5770064,5.06,sc1,sc1_1,,,
894.5801072,5.02,sc1,sc1_1,,,
895.583608,2.26,sc1,sc1_1,,,
911.5653207,0.63,sc1,sc1_1,,,
914.5759231,1.54,sc1,sc1_1,,,
915.5605239,0.9,sc1,sc1_1,,,
915.5788239,0.68,sc1,sc1_1,,,
917.5760255,1.12,sc1,sc1_1,,,
