mz,rel.intensity,sample,fullsample,,,
797.6542749,0.79,sc3,sc3_2,,,
798.6575809,0.41,sc3,sc3_2,,,
799.5274861,1.16,sc3,sc3_2,,,
810.565452,0.9,sc3,sc3_2,,,
822.5652237,0.45,sc3,sc3_2,,,
850.5752911,0.65,sc3,sc3_2,,,
859.5478446,0.52,sc3,sc3_2,,,
859.6903455,0.35,sc3,sc3_2,,,
865.5472805,0.69,sc3,sc3_2,,,
869.5550044,3.79,sc3,sc3_2,,,
871.5706165,3.21,sc3,sc3_2,,,
909.6371439,0.41,sc3,sc3_2,,,
917.5399911,0.27,sc3,sc3_2,,,
920.5509091,0.37,sc3,sc3_2,,,
509.2883505,1.17,sc4,sc4_1,,,
524.2992684,4.38,sc4,sc4_1,,,
555.2727054,0.55,sc4,sc4_1,,,
662.4400334,1.18,sc4,sc4_1,,,
664.4558359,8.31,sc4,sc4_1,,,
676.4558502,0.52,sc4,sc4_1,,,
678.4715526,1.1,sc4,sc4_1,,,
691.5020682,0.32,sc4,sc4_1,,,
716.5153981,0.55,sc4,sc4_1,,,
728.5710125,0.79,sc4,sc4_1,,,
729.5624136,1.04,sc4,sc4_1,,,
730.5396148,1.62,sc4,sc4_1,,,
730.5663148,0.37,sc4,sc4_1,,,
732.412717,1.19,sc4,sc4_1,,,
732.5464172,0.42,sc4,sc4_1,,,
735.5157208,1.06,sc4,sc4_1,,,
735.5560208,0.44,sc4,sc4_1,,,
744.5281315,0.39,sc4,sc4_1,,,
754.5029434,0.45,sc4,sc4_1,,,
761.5317518,0.66,sc4,sc4_1,,,
762.544053,1.17,sc4,sc4_1,,,
765.5183566,1.58,sc4,sc4_1,,,
773.5327662,3.11,sc4,sc4_1,,,
773.5630662,1.1,sc4,sc4_1,,,
774.4596673,2.23,sc4,sc4_1,,,
775.5469686,2.92,sc4,sc4_1,,,
775.5689686,0.45,sc4,sc4_1,,,
775.5967686,1,sc4,sc4_1,,,
776.5597698,3.29,sc4,sc4_1,,,
778.5736722,0.86,sc4,sc4_1,,,
780.5185745,0.72,sc4,sc4_1,,,
781.5477757,0.55,sc4,sc4_1,,,
781.5844758,0.73,sc4,sc4_1,,,
790.5394865,1.61,sc4,sc4_1,,,
794.5340913,0.52,sc4,sc4_1,,,
794.5537913,1.14,sc4,sc4_1,,,
796.5497937,0.56,sc4,sc4_1,,,
797.5812949,0.8,sc4,sc4_1,,,
797.654395,0.8,sc4,sc4_1,,,
798.6577962,0.33,sc4,sc4_1,,,
850.5750582,0.76,sc4,sc4_1,,,
859.5471689,0.39,sc4,sc4_1,,,
859.6912691,0.33,sc4,sc4_1,,,
917.5401382,0.38,sc4,sc4_1,,,
920.5499418,0.41,sc4,sc4_1,,,
540.3306501,0.39,sc4,sc4_2,,,
662.4399446,0.95,sc4,sc4_2,,,
665.4275494,0.59,sc4,sc4_2,,,
728.5503499,0.72,sc4,sc4_2,,,
730.5661531,0.48,sc4,sc4_2,,,
732.4123561,1.01,sc4,sc4_2,,,
735.515661,0.77,sc4,sc4_2,,,
740.514669,0.66,sc4,sc4_2,,,
744.5281754,0.38,sc4,sc4_2,,,
757.5759961,0.71,sc4,sc4_2,,,
762.5439041,0.93,sc4,sc4_2,,,
765.5182088,1.52,sc4,sc4_2,,,
773.5627216,1.41,sc4,sc4_2,,,
775.5694248,0.65,sc4,sc4_2,,,
778.5739296,1.16,sc4,sc4_2,,,
781.5473343,0.4,sc4,sc4_2,,,
781.5842344,0.75,sc4,sc4_2,,,
794.533655,0.47,sc4,sc4_2,,,
797.5808599,0.82,sc4,sc4_2,,,
799.527363,0.83,sc4,sc4_2,,,
850.5753443,0.59,sc4,sc4_2,,,
859.5474586,0.42,sc4,sc4_2,,,
917.540251,0.49,sc4,sc4_2,,,
522.283566,2.12,sc2,sc2_1,,,
540.3304876,0.37,sc2,sc2_1,,,
544.2678923,1.01,sc2,sc2_1,,,
591.4031486,0.91,sc2,sc2_1,,,
662.4402334,0.84,sc2,sc2_1,,,
665.427537,0.33,sc2,sc2_1,,,
716.514498,0.59,sc2,sc2_1,,,
725.5605089,0.35,sc2,sc2_1,,,
729.5625136,1.05,sc2,sc2_1,,,
731.543116,0.86,sc2,sc2_1,,,
732.5462172,0.53,sc2,sc2_1,,,
735.5156208,0.81,sc2,sc2_1,,,
735.5561208,0.4,sc2,sc2_1,,,
740.5155267,0.43,sc2,sc2_1,,,
744.5280315,0.27,sc2,sc2_1,,,
753.5845423,0.85,sc2,sc2_1,,,
758.5709483,0.59,sc2,sc2_1,,,
761.5316518,0.68,sc2,sc2_1,,,
762.543953,0.98,sc2,sc2_1,,,
775.5690686,0.48,sc2,sc2_1,,,
778.5737722,1.08,sc2,sc2_1,,,
779.5412733,0.7,sc2,sc2_1,,,
780.5184745,0.54,sc2,sc2_1,,,
781.5467757,0.5,sc2,sc2_1,,,
781.5840758,0.74,sc2,sc2_1,,,
790.5395865,1.6,sc2,sc2_1,,,
794.5338913,0.7,sc2,sc2_1,,,
797.5807949,0.92,sc2,sc2_1,,,
797.654195,1.12,sc2,sc2_1,,,
799.5275972,1.59,sc2,sc2_1,,,
808.549808,0.53,sc2,sc2_1,,,
859.6907691,0.35,sc2,sc2_1,,,
865.5473761,0.57,sc2,sc2_1,,,
917.5400382,0.34,sc2,sc2_1,,,
920.5503418,0.25,sc2,sc2_1,,,
540.3304501,0.34,sc2,sc2_2,,,
662.4402446,0.85,sc2,sc2_2,,,
665.4590494,1.16,sc2,sc2_2,,,
702.5439085,0.67,sc2,sc2_2,,,
716.5149307,0.6,sc2,sc2_2,,,
731.5429547,0.84,sc2,sc2_2,,,
732.4126561,1.1,sc2,sc2_2,,,
733.5495579,1.01,sc2,sc2_2,,,
735.515861,0.85,sc2,sc2_2,,,
735.5564611,0.52,sc2,sc2_2,,,
737.5238642,0.66,sc2,sc2_2,,,
739.5027674,0.56,sc2,sc2_2,,,
740.514269,0.46,sc2,sc2_2,,,
742.5216722,0.74,sc2,sc2_2,,,
755.5694929,2.18,sc2,sc2_2,,,
756.5727945,1.11,sc2,sc2_2,,,
757.5757961,0.85,sc2,sc2_2,,,
761.5319024,0.36,sc2,sc2_2,,,
763.5459057,0.37,sc2,sc2_2,,,
774.459423,2.03,sc2,sc2_2,,,
775.4629246,0.63,sc2,sc2_2,,,
775.5673248,0.35,sc2,sc2_2,,,
779.5417311,0.58,sc2,sc2_2,,,
780.5551327,0.77,sc2,sc2_2,,,
781.5467343,0.27,sc2,sc2_2,,,
781.5838344,0.75,sc2,sc2_2,,,
790.5395487,1.59,sc2,sc2_2,,,
859.5471586,0.47,sc2,sc2_2,,,
909.6369384,0.5,sc2,sc2_2,,,
513.294507,2.56,ko5,ko5_1,,,
514.2978086,0.49,ko5,ko5_1,,,
523.2868229,0.49,ko5,ko5_1,,,
525.2937261,0.8,ko5,ko5_1,,,
525.3025261,1.25,ko5,ko5_1,,,
526.3060277,0.83,ko5,ko5_1,,,
527.3093293,2.43,ko5,ko5_1,,,
528.3128309,0.73,ko5,ko5_1,,,
529.3162325,0.8,ko5,ko5_1,,,
530.3196341,0.41,ko5,ko5_1,,,
539.3098485,0.53,ko5,ko5_1,,,
541.3256517,1.58,ko5,ko5_1,,,
542.3203532,0.86,ko5,ko5_1,,,
543.3325549,0.64,ko5,ko5_1,,,
544.3358565,1.42,ko5,ko5_1,,,
545.3389581,0.41,ko5,ko5_1,,,
546.3425597,0.5,ko5,ko5_1,,,
547.2780611,0.48,ko5,ko5_1,,,
567.3413931,0.75,ko5,ko5_1,,,
569.3567963,0.89,ko5,ko5_1,,,
570.3515979,0.73,ko5,ko5_1,,,
612.2411646,0.67,ko5,ko5_1,,,
616.3646712,0.21,ko5,ko5_1,,,
640.2722093,0.45,ko5,ko5_1,,,
706.4665147,2.74,ko5,ko5_1,,,
707.4698163,0.95,ko5,ko5_1,,,
712.4691243,3.65,ko5,ko5_1,,,
713.4723259,1.34,ko5,ko5_1,,,
714.4662275,1.06,ko5,ko5_1,,,
715.4696291,0.34,ko5,ko5_1,,,
719.4982355,1.84,ko5,ko5_1,,,
722.4981403,9.12,ko5,ko5_1,,,
723.4933418,19.41,ko5,ko5_1,,,
724.4965434,7.14,ko5,ko5_1,,,
725.499945,1.07,ko5,ko5_1,,,
736.5139626,0.64,ko5,ko5_1,,,
738.5395658,0.52,ko5,ko5_1,,,
739.4879673,0.67,ko5,ko5_1,,,
739.5338674,0.42,ko5,ko5_1,,,
745.5025769,1.13,ko5,ko5_1,,,
752.5084881,4.25,ko5,ko5_1,,,
753.5118897,1.68,ko5,ko5_1,,,
760.5135008,4.41,ko5,ko5_1,,,
761.5168024,2.26,ko5,ko5_1,,,
762.520204,2.13,ko5,ko5_1,,,
763.5235056,4.03,ko5,ko5_1,,,
763.5608057,1.08,ko5,ko5_1,,,
764.5551073,0.3,ko5,ko5_1,,,
774.5659232,0.6,ko5,ko5_1,,,
776.5441264,1.34,ko5,ko5_1,,,
777.576428,2.55,ko5,ko5_1,,,
778.5232295,1.49,ko5,ko5_1,,,
779.5261311,0.51,ko5,ko5_1,,,
779.5547312,2.01,ko5,ko5_1,,,
780.5186327,0.64,ko5,ko5_1,,,
782.5577359,1.04,ko5,ko5_1,,,
783.5696375,0.79,ko5,ko5_1,,,
784.5727391,0.77,ko5,ko5_1,,,
785.5754407,0.49,ko5,ko5_1,,,
786.5290423,4.22,ko5,ko5_1,,,
786.5789423,0.3,ko5,ko5_1,,,
787.5323439,2.17,ko5,ko5_1,,,
788.5446455,15.85,ko5,ko5_1,,,
789.5479471,7.91,ko5,ko5_1,,,
790.5512487,4.69,ko5,ko5_1,,,
791.5547503,8.24,ko5,ko5_1,,,
794.5645551,1.81,ko5,ko5_1,,,
795.5675567,1.25,ko5,ko5_1,,,
796.5501582,0.81,ko5,ko5_1,,,
796.5707583,0.8,ko5,ko5_1,,,
798.5293614,0.81,ko5,ko5_1,,,
802.5601678,0.79,ko5,ko5_1,,,
803.5554694,0.95,ko5,ko5_1,,,
806.5553742,0.31,ko5,ko5_1,,,
806.5758742,0.74,ko5,ko5_1,,,
808.5134773,1.19,ko5,ko5_1,,,
808.5812774,2.18,ko5,ko5_1,,,
809.5167789,0.71,ko5,ko5_1,,,
809.565779,0.4,ko5,ko5_1,,,
809.585179,1.14,ko5,ko5_1,,,
810.5290805,8.17,ko5,ko5_1,,,
810.5884806,1.27,ko5,ko5_1,,,
811.5322821,4.38,ko5,ko5_1,,,
811.5609821,1.41,ko5,ko5_1,,,
811.5911822,0.58,ko5,ko5_1,,,
812.5443837,7.25,ko5,ko5_1,,,
812.5640837,0.59,ko5,ko5_1,,,
812.5947838,0.61,ko5,ko5_1,,,
813.5395853,5.98,ko5,ko5_1,,,
814.5429869,2.97,ko5,ko5_1,,,
815.5544885,3.73,ko5,ko5_1,,,
816.5579901,1.98,ko5,ko5_1,,,
816.5761901,0.62,ko5,ko5_1,,,
817.5613917,1.29,ko5,ko5_1,,,
818.5641933,0.66,ko5,ko5_1,,,
819.5181948,1.22,ko5,ko5_1,,,
819.5677949,0.36,ko5,ko5_1,,,
820.5212964,0.53,ko5,ko5_1,,,
821.5672981,0.28,ko5,ko5_1,,,
822.5289996,0.6,ko5,ko5_1,,,
823.5314012,0.38,ko5,ko5_1,,,
824.5444028,0.8,ko5,ko5_1,,,
826.560006,0.98,ko5,ko5_1,,,
830.5660124,1.45,ko5,ko5_1,,,
831.569714,0.78,ko5,ko5_1,,,
834.5291187,3.58,ko5,ko5_1,,,
834.5972188,0.95,ko5,ko5_1,,,
835.5325203,2.04,ko5,ko5_1,,,
836.5445219,4.53,ko5,ko5_1,,,
837.5400235,3.6,ko5,ko5_1,,,
837.5768236,0.81,ko5,ko5_1,,,
837.5966236,0.92,ko5,ko5_1,,,
838.5436251,2.21,ko5,ko5_1,,,
838.5596251,2.43,ko5,ko5_1,,,
838.6002252,0.36,ko5,ko5_1,,,
839.5548267,3.72,ko5,ko5_1,,,
839.5926268,0.6,ko5,ko5_1,,,
839.6039268,0.41,ko5,ko5_1,,,
840.5584283,2.14,ko5,ko5_1,,,
840.5758284,1.74,ko5,ko5_1,,,
841.5704299,1.85,ko5,ko5_1,,,
842.5913316,0.65,ko5,ko5_1,,,
843.5859332,0.91,ko5,ko5_1,,,
845.5662363,0.43,ko5,ko5_1,,,
846.5595379,0.24,ko5,ko5_1,,,
847.5720395,0.56,ko5,ko5_1,,,
847.6462396,0.26,ko5,ko5_1,,,
852.5759475,0.56,ko5,ko5_1,,,
853.5713491,1.34,ko5,ko5_1,,,
854.5916507,1.09,ko5,ko5_1,,,
855.5867523,2.38,ko5,ko5_1,,,
856.5894539,1.21,ko5,ko5_1,,,
856.655354,0.35,ko5,ko5_1,,,
857.5186553,1.7,ko5,ko5_1,,,
860.5287601,3.91,ko5,ko5_1,,,
861.5321617,2.24,ko5,ko5_1,,,
857.6012555,1.21,ko5,ko5_1,,,
858.5210569,1.02,ko5,ko5_1,,,
858.5970571,1.9,ko5,ko5_1,,,
859.5814586,0.65,ko5,ko5_1,,,
859.6005587,0.98,ko5,ko5_1,,,
860.6033603,0.78,ko5,ko5_1,,,
861.5487618,0.92,ko5,ko5_1,,,
862.6164635,0.36,ko5,ko5_1,,,
863.564565,0.64,ko5,ko5_1,,,
863.6136651,0.38,ko5,ko5_1,,,
864.5596666,1.55,ko5,ko5_1,,,
865.5025681,0.68,ko5,ko5_1,,,
865.5627682,0.83,ko5,ko5_1,,,
866.5064697,0.22,ko5,ko5_1,,,
866.5663698,0.74,ko5,ko5_1,,,
867.5178713,0.49,ko5,ko5_1,,,
871.5342777,0.52,ko5,ko5_1,,,
872.5737793,1.42,ko5,ko5_1,,,
874.5446825,0.82,ko5,ko5_1,,,
875.5480841,0.32,ko5,ko5_1,,,
876.5593857,0.53,ko5,ko5_1,,,
881.5186936,0.45,ko5,ko5_1,,,
883.5342968,10.07,ko5,ko5_1,,,
884.5374984,5.46,ko5,ko5_1,,,
884.6026985,0.72,ko5,ko5_1,,,
885.5499,57.54,ko5,ko5_1,,,
886.5529016,32.09,ko5,ko5_1,,,
887.5566032,22.77,ko5,ko5_1,,,
888.5600048,49.35,ko5,ko5_1,,,
889.5633064,25.74,ko5,ko5_1,,,
890.566808,16.76,ko5,ko5_1,,,
891.5701096,9.7,ko5,ko5_1,,,
892.5734112,7.03,ko5,ko5_1,,,
893.5768128,3.89,ko5,ko5_1,,,
894.5802144,3.43,ko5,ko5_1,,,
895.583416,1.71,ko5,ko5_1,,,
887.6126033,0.69,ko5,ko5_1,,,
887.6862034,0.69,ko5,ko5_1,,,
909.5499382,0.28,ko5,ko5_1,,,
911.5654414,0.86,ko5,ko5_1,,,
914.5753462,1.09,ko5,ko5_1,,,
915.5605478,0.86,ko5,ko5_1,,,
915.5786478,0.48,ko5,ko5_1,,,
916.5635494,0.41,ko5,ko5_1,,,
917.576151,0.83,ko5,ko5_1,,,
918.5713526,0.73,ko5,ko5_1,,,
920.5862558,0.64,ko5,ko5_1,,,
514.2979086,0.49,ko5,ko5_2,,,
525.3026261,1.37,ko5,ko5_2,,,
529.3163325,0.83,ko5,ko5_2,,,
530.3199341,0.44,ko5,ko5_2,,,
539.3100485,0.64,ko5,ko5_2,,,
543.3324549,0.69,ko5,ko5_2,,,
545.3391581,0.44,ko5,ko5_2,,,
546.3426597,0.48,ko5,ko5_2,,,
547.2781611,0.47,ko5,ko5_2,,,
612.2410646,0.94,ko5,ko5_2,,,
640.2725093,0.63,ko5,ko5_2,,,
713.4725259,1.49,ko5,ko5_2,,,
714.4661275,1.03,ko5,ko5_2,,,
715.4695291,0.3,ko5,ko5_2,,,
719.4983355,1.7,ko5,ko5_2,,,
722.4982403,8.31,ko5,ko5_2,,,
725.500045,0.97,ko5,ko5_2,,,
738.5392658,0.5,ko5,ko5_2,,,
739.4877673,0.7,ko5,ko5_2,,,
739.5343674,0.29,ko5,ko5_2,,,
745.5024769,1.24,ko5,ko5_2,,,
753.5119897,1.85,ko5,ko5_2,,,
754.5029912,0.47,ko5,ko5_2,,,
761.5167024,2.34,ko5,ko5_2,,,
764.5550073,0.35,ko5,ko5_2,,,
765.5306088,1.7,ko5,ko5_2,,,
774.5660232,0.67,ko5,ko5_2,,,
776.5445264,1.37,ko5,ko5_2,,,
777.576228,2.49,ko5,ko5_2,,,
778.5238295,2.91,ko5,ko5_2,,,
779.5271311,1.24,ko5,ko5_2,,,
779.5546312,1.78,ko5,ko5_2,,,
782.5344359,0.97,ko5,ko5_2,,,
782.5576359,1.03,ko5,ko5_2,,,
783.5699375,0.68,ko5,ko5_2,,,
785.5761407,0.44,ko5,ko5_2,,,
786.5786423,0.47,ko5,ko5_2,,,
795.5677567,1.2,ko5,ko5_2,,,
796.5710583,0.8,ko5,ko5_2,,,
798.5290614,0.95,ko5,ko5_2,,,
803.5555694,0.93,ko5,ko5_2,,,
806.5554742,0.5,ko5,ko5_2,,,
806.5757742,0.79,ko5,ko5_2,,,
808.5135773,1.21,ko5,ko5_2,,,
808.5811774,1.76,ko5,ko5_2,,,
809.5166789,0.71,ko5,ko5_2,,,
809.565379,0.48,ko5,ko5_2,,,
809.585079,1.05,ko5,ko5_2,,,
810.5291805,8.4,ko5,ko5_2,,,
811.5610821,1.31,ko5,ko5_2,,,
811.5909822,0.58,ko5,ko5_2,,,
812.5444837,7.29,ko5,ko5_2,,,
812.5641837,0.6,ko5,ko5_2,,,
812.5948838,0.64,ko5,ko5_2,,,
814.5431869,3.22,ko5,ko5_2,,,
816.5760901,0.72,ko5,ko5_2,,,
817.5612917,1.23,ko5,ko5_2,,,
818.5638933,0.73,ko5,ko5_2,,,
819.5672949,0.38,ko5,ko5_2,,,
820.5214964,0.79,ko5,ko5_2,,,
821.5657981,0.32,ko5,ko5_2,,,
822.5290996,0.71,ko5,ko5_2,,,
822.5658997,0.63,ko5,ko5_2,,,
823.5313012,0.39,ko5,ko5_2,,,
826.560206,1.05,ko5,ko5_2,,,
831.569814,0.77,ko5,ko5_2,,,
834.5970188,0.82,ko5,ko5_2,,,
835.5326203,2.03,ko5,ko5_2,,,
835.5830204,0.41,ko5,ko5_2,,,
837.5401235,4.04,ko5,ko5_2,,,
837.5767236,0.8,ko5,ko5_2,,,
837.5967236,0.84,ko5,ko5_2,,,
838.5438251,2.32,ko5,ko5_2,,,
838.5594251,2.55,ko5,ko5_2,,,
838.6017252,0.27,ko5,ko5_2,,,
839.5549267,3.8,ko5,ko5_2,,,
839.5923268,0.69,ko5,ko5_2,,,
839.6040268,0.46,ko5,ko5_2,,,
840.5582283,2.36,ko5,ko5_2,,,
840.5757284,1.59,ko5,ko5_2,,,
841.5702299,1.86,ko5,ko5_2,,,
842.5908316,0.59,ko5,ko5_2,,,
844.5639347,0.52,ko5,ko5_2,,,
845.5664363,0.43,ko5,ko5_2,,,
846.5598379,0.31,ko5,ko5_2,,,
847.6465396,0.35,ko5,ko5_2,,,
852.5755475,0.56,ko5,ko5_2,,,
853.5711491,1.2,ko5,ko5_2,,,
854.5915507,0.91,ko5,ko5_2,,,
855.5869523,2.07,ko5,ko5_2,,,
856.5892539,1.2,ko5,ko5_2,,,
856.655554,0.38,ko5,ko5_2,,,
857.6016555,1.16,ko5,ko5_2,,,
858.5212569,1.12,ko5,ko5_2,,,
858.5968571,1.77,ko5,ko5_2,,,
859.5817586,0.65,ko5,ko5_2,,,
860.6035603,0.75,ko5,ko5_2,,,
861.5322617,2.4,ko5,ko5_2,,,
861.5489618,1.01,ko5,ko5_2,,,
862.6176635,0.48,ko5,ko5_2,,,
863.565165,1.02,ko5,ko5_2,,,
863.6132651,0.61,ko5,ko5_2,,,
864.5599666,1.66,ko5,ko5_2,,,
865.5024681,0.77,ko5,ko5_2,,,
865.5625682,0.91,ko5,ko5_2,,,
866.5061697,0.31,ko5,ko5_2,,,
866.5665698,0.66,ko5,ko5_2,,,
867.5181713,0.6,ko5,ko5_2,,,
871.5340777,0.53,ko5,ko5_2,,,
872.5735793,1.47,ko5,ko5_2,,,
874.5445825,0.91,ko5,ko5_2,,,
875.5481841,0.51,ko5,ko5_2,,,
876.5597857,0.56,ko5,ko5_2,,,
881.5184936,0.41,ko5,ko5_2,,,
884.5375984,5.56,ko5,ko5_2,,,
884.6028985,0.69,ko5,ko5_2,,,
887.6860034,0.8,ko5,ko5_2,,,
888.5599048,50.19,ko5,ko5_2,,,
891.5702096,9.99,ko5,ko5_2,,,
894.5800144,3.71,ko5,ko5_2,,,
909.5493382,0.43,ko5,ko5_2,,,
911.5649414,0.78,ko5,ko5_2,,,
914.5757462,1.28,ko5,ko5_2,,,
915.5607478,0.7,ko5,ko5_2,,,
915.5790478,0.6,ko5,ko5_2,,,
916.5632494,0.47,ko5,ko5_2,,,
917.575951,0.73,ko5,ko5_2,,,
918.5710526,0.78,ko5,ko5_2,,,
920.5860558,0.62,ko5,ko5_2,,,
513.294407,2.64,ko6,ko6_1,,,
523.2869229,0.52,ko6,ko6_1,,,
525.2934261,0.88,ko6,ko6_1,,,
526.3061277,0.92,ko6,ko6_1,,,
527.3092293,2.7,ko6,ko6_1,,,
528.3127309,0.78,ko6,ko6_1,,,
541.3254517,1.62,ko6,ko6_1,,,
542.3201532,1.05,ko6,ko6_1,,,
543.3322549,0.77,ko6,ko6_1,,,
544.3356565,1.54,ko6,ko6_1,,,
546.3424597,0.38,ko6,ko6_1,,,
569.3566963,1.14,ko6,ko6_1,,,
570.3514979,0.84,ko6,ko6_1,,,
612.2409646,0.66,ko6,ko6_1,,,
616.3644712,0.83,ko6,ko6_1,,,
640.2723093,0.47,ko6,ko6_1,,,
707.4699163,0.87,ko6,ko6_1,,,
715.4694291,0.58,ko6,ko6_1,,,
723.4932418,19.76,ko6,ko6_1,,,
725.499845,1.14,ko6,ko6_1,,,
736.5140626,0.62,ko6,ko6_1,,,
738.5398658,0.99,ko6,ko6_1,,,
739.5334674,0.66,ko6,ko6_1,,,
753.5117897,1.8,ko6,ko6_1,,,
760.5134008,5.53,ko6,ko6_1,,,
762.520104,2.83,ko6,ko6_1,,,
763.5234056,4.26,ko6,ko6_1,,,
763.5607057,1.05,ko6,ko6_1,,,
776.5444264,1.47,ko6,ko6_1,,,
777.576328,2.89,ko6,ko6_1,,,
778.5231295,1.55,ko6,ko6_1,,,
779.5265311,0.51,ko6,ko6_1,,,
782.5343359,1.48,ko6,ko6_1,,,
782.5575359,1.2,ko6,ko6_1,,,
783.5703376,0.83,ko6,ko6_1,,,
784.5723391,0.82,ko6,ko6_1,,,
785.5757407,0.47,ko6,ko6_1,,,
786.5291423,4.76,ko6,ko6_1,,,
786.5782423,0.31,ko6,ko6_1,,,
787.5322439,2.46,ko6,ko6_1,,,
789.5478471,8.9,ko6,ko6_1,,,
790.5513487,5.08,ko6,ko6_1,,,
794.5644551,2.08,ko6,ko6_1,,,
795.5679567,1.29,ko6,ko6_1,,,
796.5500582,1.13,ko6,ko6_1,,,
796.5711583,0.76,ko6,ko6_1,,,
798.5289614,0.96,ko6,ko6_1,,,
802.5599678,0.9,ko6,ko6_1,,,
803.5556694,1.07,ko6,ko6_1,,,
806.5551742,0.52,ko6,ko6_1,,,
806.5756742,0.99,ko6,ko6_1,,,
809.565679,0.59,ko6,ko6_1,,,
810.5883806,1.41,ko6,ko6_1,,,
811.5910822,0.62,ko6,ko6_1,,,
812.5946838,0.73,ko6,ko6_1,,,
813.5396853,6.77,ko6,ko6_1,,,
815.5545885,4.44,ko6,ko6_1,,,
816.5580901,2.28,ko6,ko6_1,,,
816.5758901,0.62,ko6,ko6_1,,,
817.5611917,1.51,ko6,ko6_1,,,
819.5674949,0.52,ko6,ko6_1,,,
820.5213964,0.65,ko6,ko6_1,,,
821.5663981,0.31,ko6,ko6_1,,,
823.5318012,0.35,ko6,ko6_1,,,
824.5445028,1,ko6,ko6_1,,,
831.569614,0.81,ko6,ko6_1,,,
834.5967188,1.14,ko6,ko6_1,,,
835.5819204,0.54,ko6,ko6_1,,,
837.5766236,1.04,ko6,ko6_1,,,
838.5597251,2.88,ko6,ko6_1,,,
840.5581283,2.48,ko6,ko6_1,,,
840.5759284,2.24,ko6,ko6_1,,,
841.5701299,2.04,ko6,ko6_1,,,
842.5905316,0.6,ko6,ko6_1,,,
843.5857332,1.2,ko6,ko6_1,,,
844.5635347,0.74,ko6,ko6_1,,,
845.5656363,0.65,ko6,ko6_1,,,
846.5602379,0.3,ko6,ko6_1,,,
847.5723395,0.75,ko6,ko6_1,,,
847.6464396,0.53,ko6,ko6_1,,,
853.5714491,1.36,ko6,ko6_1,,,
855.5868523,2.59,ko6,ko6_1,,,
856.5890539,1.58,ko6,ko6_1,,,
856.655754,0.41,ko6,ko6_1,,,
857.6017555,1.48,ko6,ko6_1,,,
858.5211569,1.26,ko6,ko6_1,,,
858.5972571,2.11,ko6,ko6_1,,,
859.6006587,0.95,ko6,ko6_1,,,
860.5288601,4.62,ko6,ko6_1,,,
861.5484618,1.14,ko6,ko6_1,,,
862.6178635,0.5,ko6,ko6_1,,,
863.564465,0.63,ko6,ko6_1,,,
863.6129651,0.6,ko6,ko6_1,,,
865.5026681,0.71,ko6,ko6_1,,,
865.5624682,0.94,ko6,ko6_1,,,
866.5058697,0.28,ko6,ko6_1,,,
866.5664698,0.94,ko6,ko6_1,,,
872.5736793,1.77,ko6,ko6_1,,,
875.5483841,0.52,ko6,ko6_1,,,
876.5590857,0.59,ko6,ko6_1,,,
884.6025985,0.81,ko6,ko6_1,,,
892.5735112,7.81,ko6,ko6_1,,,
893.5769128,4.1,ko6,ko6_1,,,
894.5801144,3.85,ko6,ko6_1,,,
909.5494382,0.36,ko6,ko6_1,,,
911.5651414,0.89,ko6,ko6_1,,,
914.5755462,1.24,ko6,ko6_1,,,
915.5788478,0.56,ko6,ko6_1,,,
916.5638494,0.39,ko6,ko6_1,,,
918.5711526,0.82,ko6,ko6_1,,,
920.5861558,0.74,ko6,ko6_1,,,
523.2867229,0.49,ko6,ko6_2,,,
525.2936261,0.96,ko6,ko6_2,,,
528.3126309,0.88,ko6,ko6_2,,,
530.3197341,0.56,ko6,ko6_2,,,
541.3255517,1.56,ko6,ko6_2,,,
543.3323549,0.86,ko6,ko6_2,,,
544.3357565,1.58,ko6,ko6_2,,,
545.3390581,0.41,ko6,ko6_2,,,
640.2724093,0.45,ko6,ko6_2,,,
736.5141626,0.63,ko6,ko6_2,,,
739.4880673,0.63,ko6,ko6_2,,,
739.5336674,0.73,ko6,ko6_2,,,
763.5605057,1.22,ko6,ko6_2,,,
774.5658232,0.81,ko6,ko6_2,,,
778.5236295,2.56,ko6,ko6_2,,,
780.5187327,0.79,ko6,ko6_2,,,
784.5724391,0.88,ko6,ko6_2,,,
785.5767407,0.41,ko6,ko6_2,,,
788.5447455,18.37,ko6,ko6_2,,,
809.565179,0.52,ko6,ko6_2,,,
811.5323821,4.79,ko6,ko6_2,,,
811.5608821,1.46,ko6,ko6_2,,,
812.5944838,0.66,ko6,ko6_2,,,
813.5397853,6.46,ko6,ko6_2,,,
816.5578901,2.24,ko6,ko6_2,,,
816.5759901,0.53,ko6,ko6_2,,,
818.5640933,0.95,ko6,ko6_2,,,
821.5665981,0.29,ko6,ko6_2,,,
823.5324012,0.3,ko6,ko6_2,,,
830.5658124,1.53,ko6,ko6_2,,,
834.5971188,1.04,ko6,ko6_2,,,
835.5324203,2.4,ko6,ko6_2,,,
835.5821204,0.47,ko6,ko6_2,,,
838.5437251,2.67,ko6,ko6_2,,,
838.5996252,0.47,ko6,ko6_2,,,
839.5925268,0.64,ko6,ko6_2,,,
840.5583283,2.51,ko6,ko6_2,,,
841.5705299,2.19,ko6,ko6_2,,,
842.5907316,0.62,ko6,ko6_2,,,
844.5637347,0.73,ko6,ko6_2,,,
845.5663363,0.71,ko6,ko6_2,,,
